,model,extension,location,working_hours,price,const_year
764,323,D,NL,9576,57000,2011
765,323,D,IT,12530,35000,2008
766,323,F,DE,6547,92000,2017
767,323,D,PL,8911,71600,2011
768,323,F,PT,3900,140000,2019
769,323,D,NL,17786,45900,2008
770,323,E,PL,8920,53412,2012
771,323,D,PL,10000,40000,2007
772,323,D,NL,15000,46900,2010
773,323,F,SK,3510,139000,2017
774,323,D,NL,12329,53900,2009
775,323,D,NL,12558,48500,2008
776,323,D3,NL,3463,89800,2020
777,323,D,BE,9371,54000,2010
778,323,F,ES,1579,148000,2018
779,323,E,DE,7276,64000,2012
780,323,E,FR,4542,145000,2016
781,323,D,NL,13279,51900,2007
782,323,NG,DE,4277,169000,2018
783,323,E,PL,8200,72000,2012
784,323,E,PL,15094,62230,2014
785,323,D,PL,8600,55430,2011
786,323,D,CZ,12120,49610,2008
787,323,NG,GB,3558,145359,2019
788,323,E,NL,10978,64800,2013
789,323,F,PL,5145,139000,2017
790,323,D,HU,18000,40740,2008
791,323,F,DE,8328,98500,2016
792,323,D,PL,12961,53471,2009
793,323,D,NL,7865,49800,2009
794,323,D,NL,12743,53800,2011
795,323,D,NL,19699,41900,2008
796,323,E,NL,12016,62800,2013
797,323,E,HU,10000,73000,2013
798,323,D,NL,10330,45800,2008
799,323,E,NL,13303,61800,2012
800,323,E,NL,11563,62800,2013
801,323,NG,PL,1476,140000,2018
802,323,E,NL,8687,69800,2012
803,323,E,PL,12090,78500,2013
804,323,E,EE,10296,63500,2014
805,323,E,BE,13300,65000,2012
806,323,E,PL,11000,63590,2011
807,323,F,PL,7700,99010,2016
808,323,E,PL,9900,78110,2014
809,323,E,DK,13745,62500,2012
810,323,D,NL,10525,49800,2008
811,323,F,SE,5735,133795,2017
812,323,D,NL,12742,49900,2011
813,323,D,NL,11000,52500,2010
814,323,D,NL,18497,49000,2008
815,323,D,NL,9975,58500,2008
816,323,D,NL,11433,49800,2008
817,323,D,NL,12250,53500,2009
818,323,D,BE,11000,53000,2011
819,323,D,EE,4468,67900,2008
820,323,NG,NL,2204,149000,2018
821,323,D,ES,10000,69500,2011
822,323,E,BE,13545,59000,2012
823,323,E,PL,11599,64410,2014
824,323,D,NL,13581,53900,2008
825,323,D,NL,14964,53900,2008
826,323,D,ES,12500,40000,2008
827,323,D,NL,19575,47500,2009
828,323,E,ES,14000,58000,2014
829,323,D,DE,12000,49900,2009
830,323,D,NL,14258,52900,2008
831,323,E,PL,9748,62960,2012
832,323,D,NL,11605,48500,2006
833,323,D,NL,11593,58900,2011
834,323,D,LV,9800,50000,2008
835,323,D,NL,13000,48500,2006
836,323,D,NL,18195,39900,2007
837,323,D,ES,10400,43670,2008
838,323,D,ES,11000,41320,2007
839,323,D,DE,12816,57900,2010
840,323,E,PL,10974,61793,2013
841,323,E,ES,13826,63500,2014
842,323,D,PL,12200,54950,2011
843,323,D,NL,9000,52000,2008
844,323,D,DK,12750,51775,2011
845,323,D,PL,12475,66700,2008
846,323,D,PL,8889,66700,2011
847,323,D,FR,8249,60000,2007
848,323,D,NL,8130,55000,2006
849,323,E,LV,9000,70000,2013
850,323,D,NL,9855,57000,2010
851,323,E,ES,13600,58000,2014
852,323,E,NO,9116,90599,2015
853,323,E,PL,7750,72500,2012
854,323,D,GR,9600,88000,2007
855,323,F,PL,6999,91500,2016
856,323,E,FR,9900,47000,2012
857,323,D,ES,8400,53000,2011
858,323,D,NO,11350,46487,2007
859,323,D,EE,15509,42900,2008
860,323,D,NL,11369,58800,2006
861,323,F,SE,1950,162226,2017
862,323,D,SE,13168,42769,2008
863,323,D,PL,17000,40000,2008
864,323,NG,DE,2833,159000,2019
865,323,E,DE,3530,90000,2015
866,323,E,NL,8409,66800,2012
867,323,D,FR,10000,60000,2012
868,323,D,LU,8028,45000,2008
869,323,E,NO,9151,56545,2013
870,323,D,HU,11034,73250,2007
871,323,D,SE,13187,48879,2008
872,323,D,NL,11272,48900,2007
873,323,F,NL,5993,109000,2017
874,323,F,AT,4232,132500,2017
875,323,F,CH,3040,148245,2017
876,323,E,FR,4595,100000,2013
877,323,E,DE,3734,73110,2015
878,323,D,DK,12465,46784,2008
879,323,E,NL,6561,79800,2014
880,323,D,UA,14000,65000,2008
881,323,E,FI,8316,99500,2012
882,323,D,NL,10611,45000,2010
883,323,D,NL,10522,45800,2008
884,323,E,FR,6857,125000,2015
885,323,E,FR,2895,99000,2016
886,323,D,UA,10150,84000,2011
887,323,D,NL,13171,46900,2008
888,323,D,DE,8100,56500,2011
889,323,NG,NL,4750,135000,2019
890,323,D,IT,12161,58000,2010
891,323,D,ES,8400,53000,2008
892,323,F,PL,6130,129000,2017
893,323,E,NL,8925,69900,2012
894,323,D,FI,13452,76296,2011
895,323,F,FI,6474,124900,2016
896,323,D,FI,14266,54900,2008
897,323,E,PL,10613,54743,2015
898,323,E,PL,15130,35992,2014
899,323,NG,SE,2600,177757,2019
900,323,D3,NL,3719,89800,2019
901,323,D,NL,7997,62800,2011
902,323,D,NL,14201,46900,2008
903,323,D,NL,18565,42800,2008
904,323,E,PL,7615,110347,2015
905,323,NG,BE,4211,168000,2018
906,323,F,BE,6096,119000,2016
907,323,E,AT,11053,69500,2014
908,323,E,BE,12600,65000,2014
909,323,E,PL,10000,68590,2013
910,323,D,DE,10123,41900,2009
911,323,NG,SE,1700,180325,2019
912,323,E,NO,6222,77684,2012
913,323,F,FR,2500,150000,2017
914,323,F,IT,3611,137000,2017
915,323,E,PL,11900,65354,2013
916,323,D,CH,6013,72516,2010
917,323,D,IT,8983,72000,2009
918,323,D,NL,12480,47800,2009
919,323,E,PL,6220,85000,2014
920,323,D,NL,12675,55750,2010
921,323,F,AT,5232,132000,2017
922,323,D,PL,18550,39900,2008
923,323,D,HU,13098,60000,2009
924,323,D,PL,380,61470,2010
925,323,D,NL,9984,46000,2007
926,323,F,EE,6137,92000,2017
927,323,D,NL,8032,45000,2008
928,323,F,PL,5030,97509,2016
929,323,E,PL,11907,62001,2014
930,323,F,NL,3401,119500,2017
931,323,F,NL,969,139500,2017
932,323,E,NL,8685,69800,2013
933,323,F,NL,6980,99500,2016
934,323,D,HR,10253,63500,2011
935,323,D,NL,10329,45000,2008
936,323,D,NO,11400,49530,2008
937,323,D,NL,15600,44900,2007
938,323,D,NL,11200,62000,2011
939,323,D,NL,11895,55000,2009
940,323,D,PL,9833,58650,2011
941,323,E,DE,8307,82000,2015
942,323,D,PL,11757,48306,2010
943,323,E,PL,10338,62274,2012
944,323,F,DK,5100,160032,2017
945,323,E,PT,5000,85000,2015
946,323,E,DK,7200,103281,2012
947,323,E,ES,13700,65000,2014
948,323,D,ES,9722,66000,2011
949,323,D,ES,10390,75000,2012
950,323,D,RO,8400,48500,2008
951,323,E,PL,5500,96291,2014
952,323,E,HU,4500,97000,2014
953,323,D,FI,14000,49000,2008
954,323,E,BE,8280,58500,2013
955,323,E,NL,6494,105000,2013
956,323,F,NO,6333,102685,2016
957,323,D,NO,12510,50853,2008
958,323,E,FI,7270,115000,2015
959,323,F,FI,6444,125001,2016
960,323,D,FI,9568,70074,2011
961,323,D,FI,13428,80296,2011
962,323,F,IT,4703,130000,2017
963,323,D,IT,7861,76500,2008
964,323,D,PL,10450,75262,2009
965,323,F,PL,4830,128000,2017
966,323,E,PL,7600,71000,2012
967,323,NG,AT,3604,135000,2018
968,323,E,FR,5977,115000,2015
969,323,D,BG,11700,39880,2006
970,323,F,NL,3980,129000,2017
971,323,D,IT,14717,39000,2008
972,323,D,IT,5678,69000,2010
973,323,E,FR,6830,130000,2015
974,323,D,PL,9971,61350,2010
975,323,D,NO,8795,64674,2011
976,323,D,NL,8898,49800,2011
977,323,NG,BE,4127,153000,2018
978,323,F,PL,5353,103000,2017
979,323,E,FR,3344,105000,2015
980,323,F,PL,5268,123100,2017
981,323,D,RO,9300,45900,2006
982,323,E,IT,3126,118000,2016
983,323,E,FR,2890,124000,2016
984,323,D,NL,14554,52900,2006
985,323,D,NL,14580,54900,2007
986,323,D,NL,12981,49900,2009
987,323,D,PL,16000,48900,2011
988,323,E,FR,6844,109000,2015
989,323,E,PL,4897,121000,2016
990,323,E,DE,6000,128500,2015
991,323,E,DE,5800,129500,2015
992,323,D,DE,10800,46900,2009
993,323,D,DE,10500,49850,2009
994,323,D,HR,14880,45000,2008
995,323,E,DE,9480,66500,2012
996,323,D,NL,10745,64000,2011
997,323,E,DE,11200,58000,2011
998,323,E,DE,7796,69900,2011
999,323,F,DE,5550,94000,2016
1000,323,NG,CZ,390,196000,2019
1001,323,E,NL,11595,64800,2014
1002,323,F,DE,5800,124900,2017
1003,323,D3,NL,5,117500,2022
1004,323,D3,NL,7,117500,2021
1005,323,D3,NL,10,114500,2021
1006,323,D3,NL,7,114500,2021
1007,323,D3,NL,10,114500,2022
1008,323,D3,NL,6,114800,2022
1009,323,D3,BE,4,114000,2021
1010,323,D3,NL,6,113000,2021
1011,323,D3,NL,4,114900,2021
1012,323,D3,NL,12,109800,2020
1013,323,D3,NL,8,117500,2021
1014,323,D3,NL,5,115000,2021
1015,323,D3,NL,4,112400,2021
1016,323,D3,NL,6,114800,2021
1017,323,D3,NL,5,114800,2021
1018,323,D3,NL,4,114800,2021
1019,323,D3,NL,6,114000,2021
1020,323,D3,NL,11,114800,2021
1021,323,F,PL,4,128000,2017
1022,323,F,PL,5,122532,2017
1023,323,E,PL,4,121000,2016
1024,323,E,FR,2,124000,2016
1025,323,E,FR,6,130000,2015
1026,323,E,FR,3,105000,2015
1027,323,E,FR,5,115000,2015
1028,323,E,NL,8,69800,2013
1029,323,F,NL,6,99500,2016
1030,323,F,NL,3,119500,2017
1031,323,E,DE,8,82000,2015
1032,323,D3,NL,5,112400,2021
1033,323,D,NL,10,119000,2020
1034,323,D3,BE,3,115000,2021
1035,323,D3,NL,12,114800,2020
1036,323,D3,NL,11,114800,2020
1037,323,D,NL,5,112500,2019
1038,323,D,NL,6,112500,2020
1039,323,D3,NL,5,112500,2020
1040,323,D3,NL,8,114900,2021
1041,323,D3,NL,5,114900,2021
1042,323,D3,DE,7,112500,2020
1043,329,E,SE,7508,113768,2015
1044,329,D,HR,12129,75500,2009
1045,329,E,NL,12927,73800,2012
1046,329,E,NL,12039,71800,2012
1047,329,E,DE,9900,83900,2011
1048,329,E,DE,10600,77000,2012
1049,329,D,CH,18180,47499,2008
1050,329,E,DE,11424,72900,2012
1051,329,E,DE,11500,89900,2014
1052,329,E,NL,12281,72800,2012
1053,329,E,UK,6099,54310,2014
1054,329,E,SK,8350,145000,2015
1055,329,E,GB,8424,81789,2014
1056,329,E,IT,14096,70000,2012
1057,329,E,PL,16409,74190,2012
1058,329,D,BE,11000,62000,2010
1059,329,E,CZ,11000,92032,2013
1060,329,D,BE,6013,79000,2013
1061,329,E,NL,12037,89500,2014
1062,329,E,EE,12282,74000,2012
1063,329,E,DE,10157,102221,2012
1064,329,E,DE,10834,108171,2014
1065,329,D,NL,9393,59500,2011
1066,329,E,DE,11173,89900,2014
1067,329,E,FI,9175,100000,2014
1068,329,D,GB,14429,55184,2010
1069,329,E,NO,5250,94575,2012
1070,329,E,BE,7111,106000,2014
1071,329,D,NL,10858,10000,2010
1072,329,E,FR,5297,150000,2015
1073,329,E,NL,11620,77900,2012
1074,329,E,GB,9741,81749,2011
1075,329,E,GB,7000,95323,2015
1076,329,D,NL,5618,83295,2009
1077,329,E,NL,14104,74800,2015
1078,329,E,NL,15424,79800,2012
1079,329,D,BE,11700,67000,2010
1080,329,D,BE,11400,69000,2010
1081,329,D,DE,9800,95000,2011
1082,329,D,TR,14000,80000,2015
1083,329,E,DE,11000,78000,2012
1084,329,E,HR,12516,80500,2011
1085,329,E,NO,8347,113743,2015
1086,329,D,BE,6004,82000,2013
1087,329,D,BE,5073,84000,2013
1088,329,E,DE,11617,69000,2012
1089,329,E,PL,9253,90108,2014
1090,329,E,PL,7274,109936,2015
1091,329,E,FI,10500,99000,2015
1092,329,E,PL,11606,68297,2011
1093,329,E,NL,7352,99000,2014
1094,329,D,SE,12204,76874,2011
1095,329,D,NL,14200,71000,2010
1096,329,E,PL,14000,68470,2012
1097,329,E,PL,7140,112841,2012
1098,329,D,TR,7205,95000,2014
1099,329,E,DE,10272,120000,2015
1100,329,D,NL,8489,69000,2011
1101,329,E,BE,8700,73000,2012
1102,329,E,NL,11446,69500,2011
1103,329,E,NL,12180,76500,2011
1104,329,D,IT,13137,68000,2011
1105,329,E,NL,6911,115000,2015
1106,329,E,PL,11000,71000,2011
1107,329,E,ES,7020,137000,2014
1108,329,E,AT,6197,119500,2015
1109,329,E,NL,11229,75900,2011
1110,329,E,CH,8101,124469,2015
1111,329,E,DE,10302,81000,2015
1112,329,E,DE,12000,95000,2014
1113,329,E,NL,14823,76800,2014
1114,329,E,CH,10140,130504,2015
1115,329,E,NL,13200,71800,2012
1116,329,E,NL,10388,69500,2015
1117,329,D,FI,13954,56000,2007
1118,329,D,NL,14338,69900,2009
1119,329,E,FR,10429,67000,2013
1120,329,E,NL,9142,84500,2015
1121,329,D,NL,12225,73900,2009
1122,329,E,PL,3842,104306,2012
1123,329,E,DE,8135,89000,2015
1124,329,E,ES,9147,67500,2012
1125,329,E,SE,11155,102459,2015
1126,329,E,DE,9227,89000,2014
1127,329,E,AT,8080,125000,2015
1128,329,E,DE,10265,89900,2015
1129,329,D,TR,12250,83000,2015
1130,329,E,NL,12400,72000,2013
1131,329,D,BE,6009,89000,2013
1132,329,E,HR,11299,81500,2012
1133,329,E,SE,11150,99364,2015
1134,329,E,NO,13082,69872,2014
1135,329,E,PL,8749,54743,2015
1136,329,E,PL,13897,53234,2015
1137,329,E,PL,9733,68105,2015
1138,329,E,NO,9400,100435,2015
1139,329,E,NL,9687,76500,2010
1140,329,D,BE,5072,89000,2013
1141,329,E,FR,7011,125000,2014
1142,329,D,BE,7254,89000,2015
1143,329,E,CH,12416,78023,2013
1144,329,D,DE,4480,104000,2010
1145,329,E,FR,5017,67000,2013
1146,329,E,PL,11300,81680,2013
1147,329,D,SE,11100,58793,2011
1148,329,E,NL,5861,159000,2015
1149,329,D,NL,8894,77000,2009
1150,329,E,DE,8028,115000,2012
1151,329,E,PL,5500,96000,2014
1152,329,E,FR,11326,72000,2014
1153,329,E,FR,5825,165000,2015
1154,329,E,DK,14300,68303,2012
1155,329,E,DK,8800,97479,2013
1156,329,D,RU,14967,67964,2012
1157,329,E,PL,8604,73841,2013
1158,329,E,PL,9762,79286,2013
1159,329,E,PL,10299,73841,2013
1160,329,E,NL,10602,88500,2014
1161,329,E,NL,5100,105000,2013
1162,329,E,DE,8798,86000,2014
1163,329,E,DE,8169,109000,2014
1164,329,E,CH,9300,75852,2011
1165,329,D,RO,11000,70000,2011
1166,329,E,DE,9589,67900,2014
1167,329,E,RO,7900,67500,2012
1168,329,D,NL,8796,69000,2012
1169,329,E,NL,5800,105000,2013
1170,329,D,DE,10612,85500,2011
1171,329,E,AT,7773,117500,2015
1172,329,E,DE,8500,99500,2012
1173,329,E,PL,9000,94910,2013
1174,329,E,NL,9000,95000,2014
1175,329,E,FR,6177,150000,2015
1176,329,E,FR,11363,67000,2011
1177,329,E,PL,7412,152959,2013
1178,329,D,PL,9228,87879,2009
1179,329,E,PL,4952,131266,2012
1180,329,D,RU,14400,94631,2014
1181,329,E,FI,15277,75000,2011
1182,329,E,PL,8500,77476,2011
1183,329,E,FI,12100,79000,2012
1184,329,D,TR,7700,93000,2015
1185,329,E,SE,9272,115244,2015
1186,329,E,DE,10100,88000,2014
1187,329,D,NL,11313,73900,2010
1188,329,E,NL,14446,69500,2012
1189,329,E,DE,7430,79000,2014
1190,329,E,NL,12866,69800,2012
1191,329,D,HR,9109,87500,2013
1192,329,E,DE,11267,74500,2012
1193,329,E,DE,9816,72500,2011
1194,329,E,DE,10400,69900,2012
1195,329,F,NL,5759,107500,2015
1196,329,D,DE,9870,68900,2011
1197,329,E,NL,13852,91800,2014
1198,329,E,NL,5,159000,2015
1199,329,E,DE,8,115000,2012
1200,329,E,FR,11,72000,2014
1201,329,E,PL,7,150236,2013
1202,329,E,FR,11,71000,2011
1203,329,D,PL,9,86315,2009
1204,329,E,PL,4,128929,2012
1205,329,E,FR,6,138000,2015
1206,329,E,AT,8,123000,2015
1207,329,E,FR,5,165000,2015
1208,329,E,DE,8,86000,2014
1209,329,D,RU,14,94631,2014
1210,330,D2,NL,6700,135000,2018
1211,330,D2,NL,10200,107900,2015
1212,330,D2,UA,5639,125000,2016
1213,330,D,SI,12450,97903,2008
1214,330,C,NL,11894,53800,2004
1215,330,C,GB,11000,105567,2006
1216,330,D,ES,8167,40909,2007
1217,330,D,DE,13554,59900,2007
1218,330,NG,DE,1166,239500,2020
1219,330,D,NL,19730,52000,2006
1220,330,F,NL,5700,145000,2018
1221,330,F,AT,8450,125000,2017
1222,330,F,AT,8435,124500,2017
1223,330,D,DE,15000,49300,2008
1224,330,D,AT,23158,46900,2009
1225,330,D,DE,18376,105791,2008
1226,330,C,IT,18344,45000,2005
1227,330,D,NL,21298,54800,2006
1228,330,D,BE,11750,61500,2008
1229,330,F,DE,1069,315638,2017
1230,330,F,DE,8456,89850,2016
1231,330,D,NL,17411,61500,2007
1232,330,NG,NL,3593,179000,2019
1233,330,D,NL,14862,68900,2008
1234,330,F,NL,11297,98750,2016
1235,330,F,BE,6213,129000,2016
1236,330,D2,NL,4287,119000,2015
1237,330,C,NL,22423,52800,2003
1238,330,F,DE,8071,144000,2016
1239,330,F,BE,4601,149000,2016
1240,330,D,BE,15477,70000,2008
1241,330,D,FR,10000,45600,2008
1242,330,F,FR,3635,205000,2018
1243,330,C,DE,11000,81991,2004
1244,330,D,NL,17000,59500,2008
1245,330,D,NL,11144,52500,2007
1246,330,D,NL,12652,95000,2008
1247,330,D,FI,17761,53000,2006
1248,330,D,FI,21291,48000,2006
1249,330,NG,BY,3600,169000,2020
1250,330,C,GB,12000,105957,2005
1251,330,F,NO,10278,128253,2017
1252,330,D2,NL,7100,95000,2017
1253,330,D,NL,22662,64800,2007
1254,330,F,DE,6164,138500,2017
1255,330,D,ES,7912,100894,2006
1256,330,F,NL,7262,123500,2016
1257,330,F,DE,9507,119000,2016
1258,330,D,FR,12504,77900,2006
1259,330,D,RO,16966,50000,2008
1260,330,F,GB,4464,126695,2016
1261,330,D,GB,10000,69984,2008
1262,330,D2,NL,10836,89000,2015
1263,330,F,NL,3848,189000,2018
1264,330,D,NL,13106,139000,2006
1265,330,D,NL,14000,57000,2007
1266,330,D,ES,13500,72000,2008
1267,330,F,BE,3740,145000,2017
1268,330,F,NL,11926,93900,2016
1269,330,NG,PL,1820,195000,2020
1270,330,D,DE,15183,65000,2007
1271,330,D,NL,9234,60000,2007
1272,330,C,NL,10470,52500,2002
1273,330,D,NL,8144,60000,2008
1274,330,D,DE,12300,61500,2007
1275,330,D,NL,11064,62800,2008
1276,330,D2,NL,4700,115000,2018
1277,330,D,NL,11841,62800,2008
1278,330,C,SE,10240,38507,2004
1279,330,D,LV,10000,65000,2007
1280,330,C,NL,13557,49800,2005
1281,330,F,DE,7726,121900,2016
1282,330,D,NL,9236,54500,2006
1283,330,F,CH,4414,155454,2016
1284,330,D,DE,12700,135000,2006
1285,330,C,DE,12240,74900,2005
1286,330,F,FR,2472,211000,2017
1287,330,F,NL,3918,149000,2017
1288,330,D,NL,24000,49500,2006
1289,330,F,PL,6120,98540,2016
1290,330,NG,BE,1134,228000,2019
1291,330,NG,DE,2660,196000,2019
1292,330,D,RU,13900,76810,2008
1293,330,C,ES,15292,58000,2005
1294,330,D,NL,17037,59500,2006
1295,330,D,NL,8232,59500,2008
1296,330,B,NL,9108,52500,2002
1297,330,D2,NL,7408,115000,2017
1298,330,NG,DE,2130,189000,2019
1299,330,F,GE,1096,261545,2016
1300,330,F,CH,3998,165768,2017
1301,330,NG,BE,3492,199000,2019
1302,330,NG,NL,2381,159800,2019
1303,330,NG,NL,3507,151800,2019
1304,330,D,GR,8236,112000,2008
1305,330,D,NL,12637,57500,2007
1306,330,D,NL,9122,62500,2008
1307,330,F,CH,3299,170876,2017
1308,330,D,HR,10300,82000,2008
1309,330,F,NO,5486,346346,2017
1310,330,F,PL,8500,107000,2016
1311,330,F,UK,9548,105019,2016
1312,330,F,DE,4120,160000,2017
1313,330,C,CZ,15000,29500,2005
1314,330,D,IS,14150,45900,2007
1315,330,D2,NL,10455,123000,2018
1316,330,D2,NL,7420,120000,2017
1317,330,F,CH,4741,126056,2015
1318,330,D,NL,10545,52800,2007
1319,330,D,NL,13053,65900,2006
1320,330,D,NL,13560,69000,2007
1321,330,F,NO,5277,182218,2017
1322,330,D2,NL,11541,119500,2017
1323,330,D,NL,8778,58000,2007
1324,330,D,DE,20700,51000,2008
1325,330,NG,DE,2517,239000,2019
1326,330,C,NL,14864,119900,2003
1327,330,NG,BE,2500,195000,2019
1328,330,F,DE,8849,129000,2016
1329,330,D,FR,11711,65000,2006
1330,330,D,NL,14363,89750,2007
1331,330,D,NL,13669,65900,2006
1332,330,D,NO,8640,48248,2007
1333,330,D,FR,15235,15900,2007
1334,330,D,GB,13811,69017,2008
1335,330,NG,PL,1668,192000,2019
1336,330,D,NO,9886,138252,2007
1337,330,D,NO,11833,58068,2008
1338,330,D,NL,16000,72000,2007
1339,330,F,FI,9052,135000,2016
1340,330,D,RO,12446,33800,2007
1341,330,D,NL,8651,63800,2007
1342,330,D2,NL,9410,119500,2016
1343,330,D,NL,15300,61900,2008
1344,330,F,FR,2653,220000,2018
1345,330,F,PL,9590,130000,2018
1346,330,C,NL,12941,54800,2005
1347,330,F,NO,4656,354509,2017
1348,330,C,BE,12937,59601,2006
1349,330,D,NL,14684,63500,2007
1350,330,C,NL,11687,49500,2005
1351,330,F,FR,6132,180000,2016
1352,330,F,NL,4163,169000,2018
1353,330,D,NL,9027,64800,2007
1354,330,F,NO,3691,208777,2018
1355,330,F,NL,2219,189000,2018
1356,330,C,RO,15600,41500,2002
1357,330,F,IT,5321,211000,2018
1358,330,D,FI,14020,59000,2008
1359,330,F,GE,1084,249513,2016
1360,330,D,NL,14322,59800,2008
1361,330,F,IT,3763,185000,2017
1362,330,D,NL,15900,85000,2008
1363,330,NG,PL,1431,203000,2019
1364,330,C,HR,10500,58000,2003
1365,330,C,PT,10000,46500,2005
1366,330,D,RO,12000,51900,2009
1367,330,D,RU,18576,65085,2007
1368,330,D,NO,18000,43044,2006
1369,330,D,BG,14000,60000,2006
1370,330,D2,UA,5000,112000,2016
1371,330,F,NL,12275,98800,2016
1372,330,D,NL,14973,83500,2006
1373,330,D,RU,6850,122907,2018
1374,330,F,PL,11053,93710,2016
1375,330,F,NL,1151,180000,2018
1376,330,D2,TR,4094,123000,2017
1377,330,D,NL,14810,59500,2007
1378,330,D,NL,13000,92000,2008
1379,330,D,NL,13200,67900,2008
1380,330,D,PL,12459,54260,2008
1381,330,F,PL,4304,182400,2016
1382,330,D2,NL,7242,123000,2015
1383,330,C,TR,19000,44900,2004
1384,330,D,FR,9025,49900,2007
1385,330,F,FR,6139,170000,2016
1386,330,C,TR,17200,35000,2005
1387,330,F,DE,1063,209000,2018
1388,330,D,NL,15925,85000,2007
1389,330,C,NL,9464,47500,2003
1390,330,D,NL,9078,82900,2007
1391,330,D,RU,14934,39370,2006
1392,330,F,NL,3904,144000,2016
1393,330,C,DE,17000,39900,2004
1394,330,D,BE,15000,59000,2008
1395,330,D,NL,14351,87500,2007
1396,330,D,NL,13937,60800,2007
1397,330,NG,NL,8,197500,2021
1398,330,F,ES,3,173500,2016
1399,330,D,NL,14,59500,2007
1400,330,F,PL,4,182487,2016
1401,330,NG,PL,1,203000,2019
1402,330,D2,RU,6,122928,2018
1403,336,F,DE,6803,299000,2015
1404,336,E,IT,10129,167000,2015
1405,336,F,DE,11000,120000,2015
1406,336,F,DE,10229,122500,2015
1407,336,D,DE,10300,81000,2012
1408,336,E,RO,11318,88235,2012
1409,336,E,DE,9500,124500,2014
1410,336,E,DE,12500,86950,2013
1411,336,D,NL,20203,66000,2011
1412,336,D,RO,13500,73900,2012
1413,336,F,IE,9212,100000,2015
1414,336,F,FR,5534,238000,2018
1415,336,E,PL,10500,107330,2014
1416,336,D,UA,14000,89000,2009
1417,336,E,DE,7200,125000,2014
1418,336,E,GB,9030,93923,2014
1419,336,E,PL,13300,74594,2013
1420,336,E,FR,13712,76900,2010
1421,336,D2,BE,6070,129883,2017
1422,336,D2,BE,8216,120262,2016
1423,336,F,NL,8615,134900,2015
1424,336,D2,BE,7719,115000,2014
1425,336,F,NL,5638,169000,2017
1426,336,F,PL,16200,98500,2015
1427,336,D,TR,12000,85000,2012
1428,336,D2,BE,6100,135000,2017
1429,336,D2,BE,8200,130000,2016
1430,336,F,GB,7294,142611,2015
1431,336,E,FI,10045,100000,2011
1432,336,D2,NL,13612,119900,2015
1433,336,D,NL,14022,62750,2011
1434,336,D,DE,11250,76000,2011
1435,336,NG,BE,2673,267000,2019
1436,336,E,PL,11200,48000,2012
1437,336,D,FR,14807,78000,2010
1438,336,E,NL,7916,149000,2014
1439,336,F,DE,8900,122000,2015
1440,336,E,FR,12484,99000,2012
1441,336,D,PL,13400,110840,2012
1442,336,D,RO,13000,73900,2013
1443,336,E,DE,5532,141711,2012
1444,336,D,NL,15624,87900,2011
1445,336,E,NL,12859,89000,2012
1446,336,D2,BE,5302,145000,2018
1447,336,F,BE,6216,149000,2016
1448,336,E,DK,12801,100789,2015
1449,336,E,DK,13458,98101,2015
1450,336,E,GB,10900,74480,2013
1451,336,F,DE,12591,105900,2016
1452,336,E,IT,11300,98000,2014
1453,336,E,FR,9909,122664,2016
1454,336,D2,BE,7608,124000,2015
1455,336,E,NL,11947,89750,2013
1456,336,E,NL,19185,64800,2012
1457,336,NG,TR,3102,185000,2020
1458,336,E,DE,9090,94000,2014
1459,336,E,FI,20000,89000,2016
1460,336,D,SE,16187,112100,2010
1461,336,D,HU,18000,79623,2009
1462,336,NG,GB,3605,246989,2019
1463,336,E,NL,8573,84800,2012
1464,336,F,NL,9598,159000,2015
1465,336,F,GB,7500,139303,2017
1466,336,E,FR,10995,99000,2010
1467,336,D,UA,1870,140000,2018
1468,336,D,ES,9540,127800,2012
1469,336,D2,BE,7607,129000,2015
1470,336,D,NL,18827,64800,2009
1471,336,F,GB,2883,224719,2018
1472,336,F,DE,2449,243484,2018
1473,336,E,NL,4684,216068,2017
1474,336,E,DE,10866,98900,2015
1475,336,E,FI,19188,53000,2012
1476,336,NG,PL,2246,238000,2019
1477,336,E,DE,10890,83900,2012
1478,336,NG,TR,4230,180000,2020
1479,336,NG,PL,2545,220000,2019
1480,336,E,DE,10800,91900,2012
1481,336,F,FI,5950,192000,2015
1482,336,E,BE,10562,86000,2012
1483,336,D,DE,11800,77000,2011
1484,336,E,DE,7353,124990,2014
1485,336,E,PL,11574,94716,2013
1486,336,F,FI,8590,160000,2016
1487,336,F,FI,8720,160000,2015
1488,336,F,RO,9116,139950,2016
1489,336,NG,PL,2199,229000,2020
1490,336,E,RO,1200,110000,2019
1491,336,F,NL,8955,148500,2018
1492,336,D2,NL,4200,125000,2017
1493,336,D2,NL,4917,10000,2016
1494,336,D,DE,18830,65500,2009
1495,336,D2,ES,5200,147000,2015
1496,336,D,TR,15764,73500,2010
1497,336,D2,BE,7527,129000,2015
1498,336,F,NO,7600,97000,2016
1499,336,F,DE,3489,249900,2018
1500,336,F,DE,6050,159500,2016
1501,336,D,RU,7800,141622,2015
1502,336,D,GB,9374,77169,2012
1503,336,E,ES,10700,125000,2014
1504,336,D,NL,9736,59500,2012
1505,336,E,NL,8457,99500,2014
1506,336,E,NL,10554,81500,2012
1507,336,D,LU,17045,59800,2012
1508,336,D,RU,10000,107467,2014
1509,336,F,ES,6500,155000,2015
